Bizarre Inc,Surprise,Miracle,1996,TRAAQOH128F4265CE6,0zu5eWzHfUXujd1Ea96XiC
Byther Smith,Addressing The Nation With The Blues,I Wish My Mother Was Here,1989,TRAAQLE128F424AE71,2F7wYnTd5prtEGcPkD15tP
The Gone Jackals,Bone To Pick,Not Buried Deep Enough,1995,TRAAQUC128F9322A82,24pQRk3gcgGmJkmbqUYaa8
S.U.P,To Live Alone,The Cube (Live),2001,TRAAQYN128F92ED77E,-999
Grant Geissman,Time Will Tell,Big Stax/High Volts (Album Version),0,TRAARUN128F932B1A0,-999
The Killers,Hitzone 49,Spaceman,2008,TRAARHS128F931689D,1A8SxnqRK3qabmuN2qxIpa
Butterfly Temple,Za Solntsem Vsled,Iskorosten' (instr.),0,TRAARSF12903CD1B12,-999
Gloriana,Il meglio di Gloriana,Pulecenella 'e mò,0,TRAARRG12903CDB456,5PFJsnXMxP7F4MNG6BLLlv
Rage Against The Machine,Live at the Grand Olympic Auditorium,Kick Out The Jams,2000,TRAASKQ128F4265E04,2rqrgNkiWg072vbo81h02j
Bone Thugs-N-Harmony / Akon,Strength & Loyalty,Never Forget Me,2007,TRAASGM128EF34DBB0,05glT9hviwa6ZuZoXt0Pnp
Sir Neville Marriner,Britten: Orchestral Works,4 Sea Interludes Op. 33a: Storm,0,TRAASYO128F4263883,-999
N.W.A.,Straight Outta Compton,A B***** Is A B***** (Edited),1989,TRAASKO128F427CE1C,-999
Agnes,I Need You Now,I Need You Now,0,TRAASZE128F93499AE,19yiZacU2GVbGRjnWUht4y
Korn,Issues,Hey Daddy,1999,TRAASUZ128F9314950,0mso7AHSDbdMadC1wCVhcu
Moonsorrow,Kivenkantaja,Ukkosenjumalan poika,2001,TRAASIG128F92C3A6B,5Q4C8VaLurW0iQYb946Nw4
Orbital,The Altogether,Illuminate,2001,TRAASFP128F42980BD,5TAYKGQpWt8lD50Gc6PhfE
Rise Against,Revolutions Per Minute,Amber Changing,2003,TRAASQC128F93480F0,3SzAghJfbmcEIMmLRJ2Wzd
Jazz Gillum,Take One More Chance With Me,Me And My Buddy,0,TRAASOD128F428154C,5dNDw6hInplcJ1ovvSLJpD
José Augusto,Ao Vivo,Pecado De Amor,0,TRAASEO128F9337C48,1wYh5Wb4xcDMsRFrq0ijFs
20/20,4 Day Tornado,It Goes On,0,TRAASDM12903CD474E,4dRL0SVN82FEEBJGOx8nXd
Ultraviolence,Psycho Drama,Murder Academy,1995,TRAASSO12903CDD2FF,1Loo2KtuRb8ZzMEsak5r7p
Blind Blake & The Royal Victoria Hotel Calypsos,Bahamian Songs,Oh Look Misery,0,TRAATNN128F92FD35F,-999
Mastodon,Call of the Mastodon,Shadows That Move,2001,TRAATIU128F4291A84,5LMtYvBkdln0xFr6YntzAl
The Irish Tenors,Live From Dublin,Mountains Of Mourne,0,TRAATLC12903D0172B,7lWzOsw4AZwamFiTvvEqkh
Prozak,Tales From The Sick,Go To Hell,0,TRAATWQ12903CC5BA8,7CNEw9bGUm3M51eC5HDcca
Jerry Butler,Jerry Butler Selected Hits Vol. 4,Moon River - Original,0,TRAATXO128F92D97A6,-999
Extreme,Extreme,Teacher's Pet,0,TRAATPA128F146753C,-999
Alexandre Desplat,L'enquête corse - bof,Palmer enquête,2004,TRAATQC128F425AF61,3b0bVxMzB99z3R5FLU7UiN
Xcultures,One World One People,Smile,2000,TRAATJK128F9339179,5CrtKlmttX7t1Yq2CYKS6w
Tantric,Mind Control,Walk Away,2009,TRAATGM12903C9CD7C,53GPb9trDTWdDbPKLN7foz
James Horner,Aliens - The Deluxe Edition,Atmosphere Station,1986,TRAATBN128F14ACE82,4FJgXJ1pSJ6JHrdoMc7hEV
Korn,Untitled,Ever Be,2007,TRAATNJ128F42631BA,2snI5CVCUvEbvC8bVNZxrF
Little Joe,Nuestra Tradición,Loco (Crazy),0,TRAATMY128F9334DAC,-999
Percy Faith,A Jerome Kern Songbook,Yesterdays,0,TRAATOA12903CAD615,3qUaHSeb6x1Rse2AG6lDmp
U2,Window In The Skies,Kite Live from Sydney,2007,TRAATMY128F149562F,6pqK9tskuuzF96xJ3PPqAP
Yvette Horner,L'essentiel 2003,La Plus Bath Des Javas,0,TRAATZQ128F425E5F1,5KnmoQXgXBmeFVOhemyLlJ
Soda Stereo,De Musica Ligera,Terapia De Amor Intensiva,1988,TRAAUKK128F933A680,57CH3KwRsQkbJH8VSDdKeI
The Nightraver & The Magican,Ultimate Happy Hardcore 3,Drop the Bass,0,TRAAUZI12903CAFD53,-999
LORE,My Soul Speaks,Haunting,0,TRAAUMJ128F933BDB6,2K1lozFQXyljyX9BoPx5CT
Soul Asylum,Candy From A Stranger,Lies Of Hate,1998,TRAAUMN128F4273561,3LzDPyIsnhzqYJXLeU7XxV
Gertrudis,500,Intro,2009,TRAAUGZ128F9307F78,3xDnqH2tTjzqaf6bgUREV0
Delta 9,No Regrets,Infidel,0,TRAAUDN128F933F20D,15VgI1UtxtTDzqebw0JauM
Warrior King,Virtuous Woman,Empress So Divine,2002,TRAAUIH128F4254C9D,7iovhyFj1iPsrMVWLkEbAi
Carl Doy with NZSO,Music For Christmas Lovers,The First Noel,0,TRAAUMZ12903CA97DC,-999
Jimmy Wakely,Country Masters Vol 1,Beautiful Brown eyes,2001,TRAAUWD128F930DD4E,5Vi6etqHBiBbSunL3vhdTc
Tam Tam Go!,Miscelanea,Spanish Shuffle (Album Version),0,TRAAUGD128F42734DA,-999
Horace Andy,Exclusively,Musical Episode,2005,TRAAUSW128F426646E,0UoCm5n1uEyKNpdLjz6rCi
Rah Digga (Featuring Outsidaz),Dirty Harriet,The Last Word (Amended Version),2000,TRAAUZX128F92F3D53,-999
Placebo,Sleeping With Ghosts,English Summer Rain,2003,TRAAUEO128E0780CB9,0lmXvQcZyRHKfXZxs1lbqC
!!!,Myth Takes,Myth Takes,2007,TRAAVRJ128F92FF90A,19plwOsYLdF68361d17aAb
Buzzhorn,Disconnected,Pinned To The Ground (album version),2002,TRAAVOK12903CC4773,-999
Silverstein,Discovering The Waterfront,Always And Never (Album Version),2005,TRAAVOU128F422F292,-999
Lady May,Pink Chokolate!,The Boss,0,TRAAVIH12903CFAC90,5LlgvMflxAxK37mubMTvyy
Angelo Badalamenti,Blue Velvet,Jeffrey's Dark Side,1987,TRAAVJL128F14ACADD,-999
RUN-DMC,Run DMC,Hard Times,1984,TRAAVAH128F4284D7C,-999
Cesar Camargo Mariano/Helio Delmiro,Samambaia,Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente,0,TRAAVNN128F428A85D,-999
Bert Kaempfert And His Orchestra,Love That Bert Kaempfert,Just As Much As Ever,0,TRAAVDZ128F148C948,-999
Hank Locklin,Please Help Me I'm Fallin',Filipino Baby,0,TRAAVGB12903CFAA99,-999
Frank Chacksfield,Windsor Strings,Someone to Watch Over Me,0,TRAAVKY12903CBBB93,-999
Nightwish,Made In Hong Kong (And In Various Other Places),Escapist,2007,TRAAVIT128F92E657C,6c51kuQ2TIxkGdfslPiSqD
The Secret Life of Teenage Girls,The Last Living American Marxists,Carpe PM,0,TRAAWAD128F92FA59F,4X0WtthDAQYVHPHwVsW6vd
Sandi Thom,The Pink & The Lily,Wounded Hearts,2008,TRAAWOR128F92DF3C8,1KeGl2pXVuXnFitOcYlEy2
Led Zeppelin,Coda,Poor Tom (Album Version),1982,TRAAWGY128F4298A09,-999
The Field Mice,Coastal,When Morning Comes To Town,1989,TRAAWUH128F427F12C,1qyO5ATsOuZOHnUfdrI5g2
The Notorious B.I.G.,Greatest Hits,Who Shot Ya (Amended Album Version),2007,TRAAWDK128F92E2A17,-999
Carl Belew,20 Greatest Hits,Love's Been Good To Me,0,TRAAWQD12903CAA968,-999
Catherine Howe,Harry / Silent Mother Nature,Freedom Enough (From Silent Mother Nature),0,TRAAWVQ128F9313D31,0aEK6oKQDAhRQPzGWUU6cD
Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,Once More,Estate,0,TRAAWUM128F426009A,-999
Till West & DJ Delicious,Ministry of Sound Presents 100,Same Man,2006,TRAAXMX128F9307699,-999
Dean Martin,Love From&The Rat Pack,Until You Love Someone,2005,TRAAXIR128F92D1938,0YoSj1PJDzHQX3OdvP42wR
James Darren,Love Among The Young,Hello Young Lovers (LP Version),0,TRAAXMC128F14A53EA,-999
Strata,STRATA,Part One From Triomusic,2004,TRAAXKI128F92DAC1B,6pZBZ0Jhp0KqHxJxdZBC8I
Igor Stravinsky,Essential Igor Stravinsky,The Owl and the Pussy-cat,0,TRAAXTY128F42725BC,1dxIRRp541FHa9N4lhCWxm
Carlos Nuñez,Cinema Do Mar,Quiero Ir Ao Mar,2005,TRAAXPA128F92FC706,-999
Rodney O & Joe Cooley,Get Ready To Roll,Nutty Block,1991,TRAAXEJ12903CA7253,0PbFzJvzQeqhBUE5mCjEJg
Gene Clark,Echoes,Set You Free This Time,1998,TRAAXUY128F426BA55,1d6tP60WXRTslVrmvMgRDJ
Malkit Singh,Hai Shava,Hai Shava,1993,TRAAXCM128F427F97B,0XAImgGL6B1HWGTiZLPKGk
Maysa,Talento,Bloco Da Solidao (1996 Digital Remaster),0,TRAAYCQ128F425EE32,-999
Panic At The Disco,Northern Downpour,Northern Downpour (Album Version),0,TRAAYPN128F9340DDF,-999
Michèle Arnaud,Disque Pathé,Marie D'Aquitaine,0,TRAAYVL128F1473727,3ZTVCLizPp69GOp71l646t
Jan Howard,Love Is A Sometimes Thing,Bad Seed,0,TRAAYRA128F92E9CC7,32Bi5Vcu8qmjpXxQNLP7wi
The Shirelles,Dreamboats & Petticoats 2,Will You Love Me Tomorrow,1960,TRAAYGH128F92ECD16,0bwy3sGHeYwng2Ioicq6wf
The American Boychoir,Voices of Angles - Christmas Favorites from the American Boychoir,Stille nacht_ heilige nacht,0,TRAAYNQ128EF35922B,-999
Abraham Laboriel,Guidum,Exchange,1995,TRAAYTI128F933663B,0zc8NWba2nQe4svmY250QH
JDS,Cream Trance Anthems Ibiza 2009,Nine Ways,0,TRAAYPG128F933C941,5nQXXmMNOixmmaatxg65V0
Angela Dimitriou,Thisia Live,Ftei O Erotas,0,TRAAZHO128F427C9EC,24500UiPx41PFdN5Z31PGu
Lionel Rogg,Bach: Organ Works Vol.2,Prelude And Fugue In C Major BWV 531 : Fugue,0,TRAAZJU12903C980B6,-999
Pe'z,Realive Tour 2002 -Odoranya Son Son- in Tokyo,Spirit,0,TRAAZQF128F4285BC3,-999
Lisa Lynne,Seasons Of The Soul,Isla del Luna,1999,TRAAZPJ128F4292DB5,0yDvzHRILdWVCYjKmkRr5B
The Jeff Healey Band,Road House,Hoochie Coochie Man,1989,TRAAZGC12903CB5DFB,3l91v7fxuSJPsVx7WbiKLT
Danny Wilson,Bebop Moptop,The Second Summer Of Love,1989,TRAAZIE128F427961E,0lawbnQVPpXH3V11ekxLGt
The Black Velvet Band,King Of Myself,Dancing To A Standstill,0,TRAAZOZ12903C9CABF,30jQBsAZrTjdAdnPNbETm9
SWAMI featuring Asuivre,EQUALIZE,Give It What U Got,2007,TRAAZLK128F93586D6,-999
Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,A Classic Christmas,Joy To The World,0,TRAAZBX128F1492AF8,-999
Shawn Colvin,Steady On,Another Long One,1989,TRAAZQW128F93430DC,3MVEGeAitdvl2gJMbnbZW4
Sticky Fingaz,Oh My God,Oh My God,2000,TRAAZBD128F427A97D,7f2lXpjFGd8Fkv8yybWJ3K
Stephy Tang,Music Cafe,Leng Jing,0,TRAAZYI12903CB2EE4,-999
Java,Dance Tribute to Lady Gaga Vs Black Eyed Peas,Don't Phunk With My Heart,0,TRAAZKV12903CDDFE0,-999
Nick Ingman;Gavyn Wright,Shakespeare in Love - Music from the Miramax Motion Picture,Wessex Loses a Bride,0,TRABAXR128F426515F,-999
John Davis,Leave Home,Knocked Out Of The Park,0,TRABAWW128F4250A31,49c5ZyHWQcv9WBncskBqmD
Tiny Tim,Live! At The Royal Albert Hall,I Hold Your Hand In Mine [Live At Royal Albert Hall],2000,TRABAFP128F931E9A1,22vqeGWiaOdGf06SvCOlLF
Casual,The Building,OAKtown,0,TRABACN128F425B784,6bl7zfIAjDXS8CgCi3W0O1
Backstreet Boys,Just Want You To Know,Larger Than Life,1999,TRABAFJ128F42AF24E,6sbXGUn9V9ZaLwLdOfpKRE
Glad,Simply Glad,Blessed Assurance,1993,TRABAZH128F930419A,60JNevpOBPto1EMhU4hlHk
Christos Dantis,Daktilika Apotipomata,Den Pai Alo,0,TRABATO128F42627E9,0XvX8v2xopXyu7P6ufRLst
Eddie Calvert,Oh Mein Papa,Erica (2005 Digital Remaster),0,TRABAXV128F92F6AE3,-999
David Martin,A Christian Christmas Celebration (Gift of Love),It Wont Be Christmas,0,TRABAVQ12903CBF7E0,2IMJIDzbp8zsmHLXYErOtN
Trafik,Salt In NYC,Salt In NYC,0,TRABAXL128F424FC50,1xo1ptrU8ee8g8RzYpwxB5
Kenny G featuring Daryl Hall,At Last... The Duets Album,Baby Come To Me,0,TRABAIO128F42938F9,-999
Pucho & His Latin Soul Brothers,Mucho Pucho,Got My Mojo Workin,0,TRABBTA128F933D304,2fMD2jfV3xsdtRmFlhKZWJ
Los Manolos,Rumbas Sin Fronte Ras,Rumba De Barcelona,0,TRABBBV128F42967D7,56hj9AHSYQNWdIF5RHcB2D
Steel Rain,Trial and Error,Loaded Like A Gun,0,TRABBAM128F429D223,5ymHhYazOiVbcYDYYtg379
Jinx,Kutt Free,Kutt Free (DJ Volume Remix),0,TRABBLU128F93349CF,-999
Chase & Status,Ten Tonne EP,Ten Tonne,2005,TRABBNP128F932546F,-999
Blingtones,Sonneries tyroliennes,Sonnerie lalaleulé hi houuu,0,TRABBZN12903CD9297,1HHdxK54acug9oEO4KtOaw
Tom Petty,Wildflowers,A Higher Place (Album Version),1994,TRABBOP128F931B50D,-999
Soul Mekanik,Get Your Head Stuck On Your Neck,Get Your Head Stuck On Your Neck,0,TRABBVJ128F92F7EAA,4XOBwsqftF1Dwp1GB4wAch
Mitch Ryder,American Legend,Jenny Take a Ride,2004,TRABBXU128F92FEF48,4v54kMGcJUKYBj7fVkh3Uu
Gloriana,Il meglio di Gloriana,Clementina Santafè,0,TRABBJE12903CDB442,50FJqpowrgnutq5FTcO3E7
Montserrat Caballé;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,Puccini: Highlights From La Boheme,Sono andati? Fingevo di dormire,0,TRABBOR128F4286200,-999
Bombay Rockers,Wild Rose,Wild Rose (Back 2 Basics Mix),0,TRABBKX128F4285205,2tC8h6mkTaBlN0jBfEdqSl
Gwen Stefani,Love Angel Music Baby,Harajuku Girls,2004,TRABCUQ128E0783E2B,3L7P7HZVQ3wxzKoUyxaC9H
40 Grit,Nothing To Remember,Intro,2003,TRABCTK128F934B224,5OyiUwH6ZMzG1WXqe9Djk3
Line Renaud,Platinum Line Renaud,Der Kleine Dompfaff,0,TRABCEI128F424C983,4yRAB15Fp9CQVgomrLuGLu
King Curtis,Live At Fillmore West [w/bonus tracks],A Whiter Shade Of Pale (Live @ Fillmore West),0,TRABCFL128F149BB0D,6ER8plW4Mae5d5nSATWPD9
Danilo Perez,. . . Till Then,Native Soul,2003,TRABCEC128F426456E,2hbjCtRyFg0jlSiRTgJjzM
Steve Morse,Major Impacts,Prognosis,2000,TRABCXB128F4286BD3,37E6zukAEyXZTmkLLs5DRv
Marc Shaiman,The Bucket List,City Slickers,2008,TRABCRU128F423F449,5KJo5xRdnootBfkcGMvn9O
Luna Orbit Project,Northern Blue,Midnight Star,0,TRABCAJ12903CDFCC2,4PyCkWXbW2kEUGRxok4Ph3
Sophie B. Hawkins,Whaler,The Ballad Of Sleeping Beauty,1994,TRABCIX128F4265903,6sgBRTXbKgYsFWfVJmhl1d
Bitter End,Harsh Realities,Living Hell,0,TRABCYE128F934CE1D,2VWiab7zgvnsJqjoMTJBNy
Lupe Fiasco,Lupe Fiasco's The Cool,Streets On Fire (Explicit Album Version),0,TRABCKL128F423A778,-999
Wilks,Tears,Music is what we love,0,TRABCPZ128F4275C32,-999
Neil Sedaka,Love Songs,Because Of You,1999,TRABDZC128F42AC23F,37iwFRMBQ46R6c0Xl2CG22
Lisa Lynne,Daughters Of the Celtic Moon: A Windham Hill Collection featuring Lisa Lynne,Lake Of Dreams,1998,TRABDVD128F4292CDF,5YSX6FteUnDU7LAexJY8f0
Natural Elements,Lyricist Lounge Vol. 1,Mayday,1998,TRABDTV128E0791839,18KQjn8PDsUFqydJXGl4Vt
Ethel Merman,Gypsy (Original Broadway Cast),Small World,0,TRABDDA12903CC007C,68gxfZNlQfXbSY1GyF3zZd
Leon Russell & New Grass Revival,New Grass Revival With Leon Russell Live,Truck Driving Man/Down In The Caribbean,0,TRABDDP128F92FA843,-999
Story Of The Year,Live In The Lou,Swallow The Knife (Live) (Segue),2005,TRABDSK128F42443F1,2xkX7kxpDCtASJVlhDujWZ
Maurice Larcange,Joue Legrand & Becaud,Un Peu D'Amour Et D'Amitié,0,TRABEAZ128F92E7FA9,3L1kglo4kLUWDfjHv5mfJ4
Jauida,Ocean,I don't Want to Be Alone Tonight,0,TRABEXK12903CCE19B,2TifOU81YYcsVMoo09LHrw
John Davis & Emma Doyle,Santa Claus Is Coming To Town,Rudolph The Red-Nosed Reindeer,0,TRABERG128F92FCD72,-999
A Static Lullaby,Rattlesnake!,Rattlesnake!,2008,TRABEBP12903C9BA03,3L12dlHEFjoaMz2sn2CWK6
Tabu feat. Mitzib,Ain't No Love (Ain't No Use),Ain't No Love Ain't No Use (Love To Infinity Full Funk Mix),0,TRABEGU12903CACFD1,-999
Coph Nia,That Which Remains,Doppelgänger [Qliphothic Phantasmagoria],2000,TRABEFN128F92D925B,4QJYjzP8e6l3MGC4aRLydl
Oasis,Stop The Clocks,Morning Glory,0,TRABEMC128F148EF2D,5AMgAzHqrO8cUGoYGr1CHb
John Wesley_ John Wesley,Chasing Monsters,Disappeared,0,TRABECY128F93317AA,-999
Stew,Something Deeper Than These Changes,Tomorrow Gone,2003,TRABERS128F4247FE1,60LlFZ5WoWJ36flNlYyjhw
Nights Like These,The Faithless,Ghost Town Rituals (Album Version),2006,TRABEKF128F42765FF,-999
STEVE CAMP,The Definitive Collection,Song For Mom (LP Version),0,TRABFVS128F4289CE5,-999
Richard Galliano,French Touch,L' Envers Du Décor,1999,TRABFPX128F9331F21,-999
All Time Low,So Wrong_ It's Right,Shameless,2007,TRABFKN12903CAF61B,1xYxm9htvaJF1rbm0mjaJe
The Stolen Minks,High Kicks,I Hate You,0,TRABFYT128F9339BA6,2fa3DKWlxMINFOHM7gItKU
Daath,The Hinderers,From The Blind (LP Version),2006,TRABFZX128F4241355,-999
Jay Tee & Baby Bash,The Camp Is Back,All Over Me,0,TRABFXR128F9350B92,2IlEotpi9hzjK4liBOCXVs
Debbie Davies,Round Every Corner,Little Sister,1998,TRABFTP12903CE6A47,0EcAQw6259WS1gEyQzzYOv
Eddy Arnold,Number Ones,Just A Little Lovin' (Will Go A Long Way),1967,TRABFGJ12903CF6A75,7AT30kvJ0uLpYOgLUEFykp
Brian Dullaghan,Songs For A Wedding - 18 Songs For That Special Day,And I Love You So,0,TRABFMW12903CD352F,11T0n1Qx46W3pifwpxt8JZ
Regina Belle,Passion,Quiet Time,1993,TRABFQC128F4265349,5bhRvK3K68exEFZ0R1xqRj
Philippe Sarde,Le Mystère de la Chambre Jaune (Bande Originale du Film),Le Presbytère n'a rien perdu de son Charme,0,TRABGUV128F9310D99,-999
Yung Joc,Hustlenomics,BYOB (Explicit Album Version),2007,TRABGUU128F4227C0A,-999
UFO,The Official Bootleg Box Set,Chains Chains (Live In Hammersmith),0,TRABGHG128F934B27E,-999
State of Chaos,Across the nation,CHAOS INTRO,0,TRABGYU128F422B4D3,597bUTdyKiIL0of9QaG1z0
Die Fantastischen Vier,Jetzt geht's ab - Jubiläums-Edition,Böse,1991,TRABGMB12903CF50FE,5XKRETaA1uC4Ao9EcSDGIp
Orquesta Aragón,10 De Colección,Ven Morena,2003,TRABGWT128F9334E43,7lYCRlwSaSQLZZn95kx6fm
Extasick,Extasick and This Dirty Musick,Misanthrope,0,TRABGDA128F92F69BB,6KHooKDLY7gKJY9goCoFXa
Nelson Ned,Mis Momentos,A Mi No Me Importa,0,TRABGQG128F4275A1E,0IIudyxoni2V6E2p9vermL
Jason Miles,To Grover_ With Love,Brighton by the Sea,0,TRABGYI128F428EDC5,-999
SNOWPATROL,CHRISTMAS DANCE SENSATION,We Wish You A Merry Christmas,0,TRABGLK128F9338730,2s447Z0bkzaZnDxrfNNmfV
Avril - Remix By Ana Rago,The Date - Dated Girls Remixes,The Date (Remix By Ana Rago),2002,TRABGIA128F4226F8A,5F7KqjbUmMtugUSkTsYx4w
Dropkick Murphys,Live On St. Patrick's Day,Bloody Pig Pile (Live),2002,TRABGZL128F428A25B,0eeERwVPOzcfuZuvjNIbkY
Pat Travers,Pat Travers,As My Fire Flies,0,TRABGIJ128F92F5EC8,-999
Jeanie Lambe & The Danny Moss Quartet,The Blue Noise Session,Saturday Night Is The Loneliest Night In The Week,0,TRABGOW128F9334C37,-999
Taint,Secrets & Lies,Hex Breaker,2009,TRABHBA128F424CF80,6lbcieT35bY6G1drEehHum
Bullet For My Valentine,The Poison,Suffocating Under Words Of Sorrow (What Can I Do),2005,TRABHVL128F92EFB0E,1sI3qZAGCUs7jbgyPzSWLj
VHS Or Beta,The Melting Moon,The Melting Moon (Edit),2004,TRABHCE128F426361B,-999
Leonard Kwan,The Legendary Leonard Kwan : The Complete Early Recordings,Hawaiian Chimes,0,TRABHFK128F92F1271,1bDQY7asH4uLK5XeKQs1GE
The Hit Factory,The Hit Factory,Im Moving On,0,TRABHWW128F424E9D2,-999
True Believers,In This Place,Turn Around,0,TRABHKR128F424944A,67YqrtZtWos8JuD8ntgY4k
Charanga Forever,La Charanga Soy Yo,Tumba Tumba,2000,TRABHTQ128F92DB038,3mdvcSbNhDhbuDbETvFpxa
Zuzu Bollin,Hot Rhythm & Cool Blues,Why don't you eat where you slept last night ?,0,TRABHVF128F425A0C9,2WdjmV6o9JeFqQIKQvF2ej
Les Hurlements D'leo,13 ans de caravaning,L'accordéoniste,1999,TRABHNS128F93125B5,-999
Beatnuts,A Musical Massacre (Explicit),Monster For Music,0,TRABIJJ128F426A1C1,205W1ZqNchOXrCjO7jbQhc
David Mingyue Liang,The Flowing Waters,Youlan_ Lonely Orchid (solo guqin),0,TRABIZN128F9317EDF,-999
Marcus Miller,Suddenly,Let Me Show You [I Just Want To Make You Smile],1983,TRABIEL128F931E1F2,7djR81bTPRkUe94aMlltAD
Public Image Ltd,Compact Disc,Ease,1985,TRABIPA128F1458F79,3C0x2fEKpB3g7asqFHPF1L
Terry Snyder,Ultra-Lounge_ Vol. 17: Bongoland,Deep Night/Softly As In A Morning Sunrise (Medley),0,TRABICV128F146AEF8,1vazfHobo3MVJPUD9eFSs5
Rise Against,This Is Noise,Everchanging,2001,TRABIQP128F427D0DD,3kBsC6wa9kCRRreFZnw4C4
Kid Sister,Ultraviolet,Daydreaming [Jakwob Remix],2009,TRABIOI12903CD8B9B,-999
Pursuit Of Happiness,One Sided Story,Forbidden Fruit,0,TRABIZY128F933C696,1xhDRPwS0L3oekR4GQuVAC
Sizzla,Bien Sobre Mal Vol. 3: Black Rain Riddim,Too much informa,2005,TRABISL12903D08B0D,-999
Ayo,Joyful,Complain,2006,TRABIKX128F930CE4F,-999
Helen Love,Radio Hits,So Hot,1994,TRABIWU12903CDF3B7,78X6poKjO5Slphzr3QsliW
Richard Galliano,Original Album Classics,L'insidieuse (Live),0,TRABIUA128F9349CDF,-999
Mons Leidvin Takle,Gyldne Øyeblikk,Dansende Foran Speilet,0,TRABIOZ12903CF3554,1CYbkk5yEXPSfzbjmCutWe
Amy Winehouse,Take The Box,Stronger Than Me,2003,TRABJIX128C7196953,5FNDpQSkgFiRdUKGfagIRJ
Bobby Hutcherson,Jazz for a Summer Night,Recorda-Me,0,TRABJAG128F9308636,3iW75emhSIqMCISaJq1sde
Michael Card,The Final Word,Joy In The Journey (The Final Word Album Version),0,TRABJVT128F14AE4B4,0Ao125w8IHSMkhOskSg3A1
Azis,BalkanBeats Volume 2,Anti Geroi,2006,TRABJIA128F14B189F,-999
George Lopez,Tall_ Dark & Chicano,Only For The Young,2009,TRABJOT12903CD66AA,0VqTy4Xiyg2CAPZ5PZgaWh
Leila Chicot,Zouk Sun-Hit Mégamix,Medley Leïla Chico,0,TRABJYQ128F92D57B1,-999
Les Hou-Lops,Vendredi m'obsède,T'as 16 ans demain,0,TRABJQN128F9361E4C,-999
The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,Labcabincalifornia,The Hustle,1995,TRABJZT128F425C8DC,-999
Ensiferum,Victory Songs,Warrior's Quest,1999,TRABJWA128F9309C09,-999
Jackie Edwards,Roots And Culture Volume 3,So Jah Seh,2006,TRABJRW128F92EEABD,2W47xulOCbukZ2AGpVcRD2
The Cosmosamatics,Zetrons,Serene,0,TRABJRI128F92EDF92,5i7xZ4UpKr8S5U5AQ0g7yq
The Pharcyde,Humboldt Beginnings,Italian For Goodbye (skit),2004,TRABJGY128F93539F9,1JsIyAWwFFLYkpxKTgqGpb
Richard Galliano,Original Album Classics,Chorinho Pra Ele (Live),0,TRABJVU128F9349CD1,6T72O89PZh2JcDWor8umhE
Gregory Isaacs,Mr. Cool,Lady Of Your Calibre,0,TRABJFO128F933DD61,226oSYlo4LKIIlTYQQTVrn
Headhunter,Parody Of Life,Trapped In Reality,0,TRABKZZ128F426A87F,-999
Christina Aguilera,Mi Reflejo,Pero Me Acuerdo De Tí,2000,TRABKUJ128F4292445,4B1sb2YVO03sBmyR8bvzEB
Sonia Dersion,Belles De Zouk,Urgence,2004,TRABKRG128F930641C,09NboZJzV6nWA8dQFyXz3v
Erkki Junkkarinen,Ystävän Laulu - 25 Unohtumatonta Laulua,Rakkauden satu - Histoire d'un Amour -,0,TRABKAS128F42AB822,-999
Oztara,Ensorsoleil,La Route Est Belle,2005,TRABKMS128F92EAFAA,-999
A Static Lullaby,Faso Latido,God Bless You (Goddamn it),2005,TRABKBS128F42823EC,47ziswB02OgSnpxVRUUWzu
Scar Symmetry,Nuclear Blast Showdown 2006,The Illusionist,2006,TRABKJU128F422A7FE,3jVDRW9h3wXCsTMgdcmckO
Luar Na Lubre,lo mejor de  Luar na Lubre,Terra,2001,TRABLYQ128F429A9F8,3Zzlp0AVErHSrmWAZUUdkS
Rising Lion,American Dread,Letting You Back In,0,TRABLJH12903CD14F8,0k95HBPzetzQ8LjjR2vaAq
Creedence Clearwater Revived,The Best Of (featuring Johnny Guitar Williamson),Have You Ever Seen The Rain,0,TRABLTP128F930DC6D,4tv7pOFSWAcxsSy1pUteU9
Bobbie Gentry,The Best of Bobbie Gentry: The Capitol Years,Courtyard,1968,TRABLSO128F14A4707,2b6KKNkD9PiUPvRYOdhbQ6
Elmore James,Dark And Dreary,Dumb Woman Blues,0,TRABLIM12903CCED5D,-999
Rodney O & Joe Cooley,Greatest Hits,U Don't Hear Me Tho' (Street Mix),1993,TRABLND12903CA653B,1rIW68GTWWa49xMKBpCV5m
B.A.D.,B.A.D. (Be A Devil),Interlude,0,TRABLVP128F426EE4A,2Y12YezX8nkoYgBEmakOnB
The Johnny Otis Orchestra,Jukebox Hits 1946-1954,Cry Baby,0,TRABLTX128F42813FD,-999
Weezer,The Green Album,Don't Let Go,2001,TRABLMN128E0792687,-999
The Cosmosamatics,Zetrons,12 Seasons of Love,0,TRABLRO128F92EDF9C,0rwSxa5CyzKQU5TzTTdB9e
